src,dst,relation
sess-5d187736f1,svc-backup,observed_user
camp-4e520304e4,45.83.64.93,originates_from_ip
sess-5d187736f1,root,observed_user
camp-4e520304e4,198.51.100.197,originates_from_ip
camp-4e520304e4,185.220.101.148,originates_from_ip
sess-5d187736f1,ubuntu,observed_user
camp-4e520304e4,198.51.10.104,originates_from_ip
sess-5d187736f1,priya,observed_user
camp-4e520304e4,185.220.101.148,originates_from_ip
sess-5d187736f1,ubuntu,observed_user
camp-4e520304e4,185.220.101.54,originates_from_ip
sess-5d187736f1,admin,observed_user
camp-4e520304e4,185.220.101.54,originates_from_ip
sess-5d187736f1,root,observed_user
camp-4e520304e4,185.220.101.54,originates_from_ip
sess-5d187736f1,ubuntu,observed_user
camp-4e520304e4,185.220.101.54,originates_from_ip
sess-5d187736f1,ubuntu,observed_user
camp-4e520304e4,198.51.100.197,originates_from_ip
camp-4e520304e4,185.220.101.54,originates_from_ip
sess-5d187736f1,root,observed_user
camp-4e520304e4,185.220.101.54,originates_from_ip
sess-5d187736f1,root,observed_user
camp-4e520304e4,185.220.101.138,originates_from_ip
sess-5d187736f1,root,observed_user
camp-4e520304e4,185.220.101.138,originates_from_ip
sess-5d187736f1,svc-backup,observed_user
camp-4e520304e4,198.51.10.229,originates_from_ip
sess-5d187736f1,maria,observed_user
camp-4e520304e4,10.10.20.113,originates_from_ip
sess-5d187736f1,svc-backup,observed_user
camp-4e520304e4,10.10.20.113,originates_from_ip
sess-5d187736f1,ubuntu,observed_user
camp-4e520304e4,10.10.20.113,originates_from_ip
sess-5d187736f1,admin,observed_user
camp-4e520304e4,198.51.100.197,originates_from_ip
camp-4e520304e4,198.51.100.197,originates_from_ip
camp-4e520304e4,198.51.100.197,originates_from_ip
camp-262b1dc002,45.83.64.239,originates_from_ip
sess-bdd68b14ec,ubuntu,observed_user
camp-262b1dc002,45.83.64.239,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,45.83.64.239,originates_from_ip
sess-bdd68b14ec,svc-backup,observed_user
camp-262b1dc002,198.51.100.249,originates_from_ip
camp-262b1dc002,185.220.101.222,originates_from_ip
sess-bdd68b14ec,root,observed_user
camp-262b1dc002,185.220.101.222,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,185.220.101.222,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,185.220.101.222,originates_from_ip
sess-bdd68b14ec,root,observed_user
camp-262b1dc002,185.220.101.222,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,185.220.101.253,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,198.51.10.92,originates_from_ip
sess-bdd68b14ec,maria,observed_user
camp-262b1dc002,185.220.101.253,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,185.220.101.253,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,198.51.100.249,originates_from_ip
camp-262b1dc002,185.220.101.253,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,198.51.100.249,originates_from_ip
camp-262b1dc002,185.220.101.12,originates_from_ip
sess-bdd68b14ec,ubuntu,observed_user
camp-262b1dc002,185.220.101.12,originates_from_ip
sess-bdd68b14ec,svc-backup,observed_user
camp-262b1dc002,185.220.101.12,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,185.220.101.12,originates_from_ip
sess-bdd68b14ec,root,observed_user
camp-262b1dc002,198.51.100.249,originates_from_ip
camp-262b1dc002,10.10.20.9,originates_from_ip
sess-bdd68b14ec,ubuntu,observed_user
camp-262b1dc002,10.10.20.9,originates_from_ip
sess-bdd68b14ec,admin,observed_user
camp-262b1dc002,198.51.10.193,originates_from_ip
sess-bdd68b14ec,samir,observed_user
camp-262b1dc002,10.10.20.9,originates_from_ip
sess-bdd68b14ec,root,observed_user
camp-262b1dc002,198.51.10.169,originates_from_ip
sess-bdd68b14ec,priya,observed_user
camp-262b1dc002,198.51.100.249,originates_from_ip
camp-262b1dc002,198.51.10.17,originates_from_ip
sess-bdd68b14ec,priya,observed_user
camp-262b1dc002,198.51.100.249,originates_from_ip
camp-262b1dc002,198.51.100.249,originates_from_ip
camp-262b1dc002,198.51.10.170,originates_from_ip
sess-bdd68b14ec,priya,observed_user
camp-262b1dc002,198.51.100.249,originates_from_ip
camp-262b1dc002,198.51.10.225,originates_from_ip
sess-bdd68b14ec,maria,observed_user
sess-0d2c8737b9,samir,observed_user
sess-0d2c8737b9,priya,observed_user
sess-0d2c8737b9,samir,observed_user
sess-0d2c8737b9,maria,observed_user
sess-0d2c8737b9,priya,observed_user
sess-ea397f1f0e,samir,observed_user
sess-ea397f1f0e,priya,observed_user
sess-ea397f1f0e,priya,observed_user
sess-ea397f1f0e,priya,observed_user
sess-ea397f1f0e,alex,observed_user
camp-75d6577c48,45.83.64.121,originates_from_ip
sess-28dec2bda2,svc-backup,observed_user
camp-75d6577c48,45.83.64.121,originates_from_ip
sess-28dec2bda2,svc-backup,observed_user
camp-75d6577c48,198.51.100.51,originates_from_ip
camp-75d6577c48,198.51.10.150,originates_from_ip
sess-28dec2bda2,maria,observed_user
camp-75d6577c48,45.83.64.121,originates_from_ip
sess-28dec2bda2,svc-backup,observed_user
camp-75d6577c48,185.220.101.183,originates_from_ip
sess-28dec2bda2,root,observed_user
camp-75d6577c48,185.220.101.183,originates_from_ip
sess-28dec2bda2,root,observed_user
camp-75d6577c48,185.220.101.183,originates_from_ip
sess-28dec2bda2,svc-backup,observed_user
camp-75d6577c48,185.220.101.80,originates_from_ip
sess-28dec2bda2,admin,observed_user
camp-75d6577c48,198.51.10.81,originates_from_ip
sess-28dec2bda2,priya,observed_user
camp-75d6577c48,185.220.101.80,originates_from_ip
sess-28dec2bda2,root,observed_user
camp-75d6577c48,198.51.100.51,originates_from_ip
camp-75d6577c48,185.220.101.80,originates_from_ip
sess-28dec2bda2,ubuntu,observed_user
camp-75d6577c48,185.220.101.80,originates_from_ip
sess-28dec2bda2,root,observed_user
camp-75d6577c48,185.220.101.80,originates_from_ip
sess-28dec2bda2,root,observed_user
camp-75d6577c48,198.51.100.51,originates_from_ip
camp-75d6577c48,185.220.101.109,originates_from_ip
sess-28dec2bda2,root,observed_user
camp-75d6577c48,198.51.10.168,originates_from_ip
sess-28dec2bda2,maria,observed_user
camp-75d6577c48,185.220.101.109,originates_from_ip
sess-28dec2bda2,admin,observed_user
camp-75d6577c48,185.220.101.109,originates_from_ip
sess-28dec2bda2,svc-backup,observed_user
camp-75d6577c48,185.220.101.109,originates_from_ip
sess-28dec2bda2,root,observed_user
camp-75d6577c48,198.51.100.51,originates_from_ip
camp-75d6577c48,10.10.20.137,originates_from_ip
sess-28dec2bda2,root,observed_user
camp-75d6577c48,10.10.20.137,originates_from_ip
sess-28dec2bda2,root,observed_user
camp-75d6577c48,10.10.20.137,originates_from_ip
sess-28dec2bda2,ubuntu,observed_user
camp-75d6577c48,198.51.10.42,originates_from_ip
sess-28dec2bda2,priya,observed_user
camp-75d6577c48,10.10.20.137,originates_from_ip
sess-28dec2bda2,svc-backup,observed_user
camp-75d6577c48,198.51.100.51,originates_from_ip
camp-75d6577c48,198.51.100.51,originates_from_ip
camp-7afaf794aa,45.83.64.238,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,45.83.64.238,originates_from_ip
sess-981277f9ce,root,observed_user
camp-7afaf794aa,45.83.64.238,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,198.51.100.244,originates_from_ip
camp-7afaf794aa,198.51.10.114,originates_from_ip
sess-981277f9ce,maria,observed_user
camp-7afaf794aa,45.83.64.238,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,198.51.100.244,originates_from_ip
camp-7afaf794aa,198.51.10.3,originates_from_ip
sess-981277f9ce,samir,observed_user
camp-7afaf794aa,198.51.100.244,originates_from_ip
camp-7afaf794aa,45.83.64.238,originates_from_ip
sess-981277f9ce,ubuntu,observed_user
camp-7afaf794aa,185.220.101.212,originates_from_ip
sess-981277f9ce,ubuntu,observed_user
camp-7afaf794aa,185.220.101.212,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,198.51.100.244,originates_from_ip
camp-7afaf794aa,185.220.101.212,originates_from_ip
sess-981277f9ce,svc-backup,observed_user
camp-7afaf794aa,185.220.101.212,originates_from_ip
sess-981277f9ce,svc-backup,observed_user
camp-7afaf794aa,185.220.101.212,originates_from_ip
sess-981277f9ce,ubuntu,observed_user
camp-7afaf794aa,185.220.101.212,originates_from_ip
sess-981277f9ce,ubuntu,observed_user
camp-7afaf794aa,198.51.10.86,originates_from_ip
sess-981277f9ce,samir,observed_user
camp-7afaf794aa,185.220.101.212,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,185.220.101.212,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,198.51.100.244,originates_from_ip
camp-7afaf794aa,185.220.101.138,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,185.220.101.138,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,185.220.101.138,originates_from_ip
sess-981277f9ce,svc-backup,observed_user
camp-7afaf794aa,185.220.101.138,originates_from_ip
sess-981277f9ce,svc-backup,observed_user
camp-7afaf794aa,185.220.101.138,originates_from_ip
sess-981277f9ce,svc-backup,observed_user
camp-7afaf794aa,198.51.10.233,originates_from_ip
sess-981277f9ce,samir,observed_user
camp-7afaf794aa,185.220.101.138,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,185.220.101.138,originates_from_ip
sess-981277f9ce,svc-backup,observed_user
camp-7afaf794aa,185.220.101.90,originates_from_ip
sess-981277f9ce,svc-backup,observed_user
camp-7afaf794aa,185.220.101.90,originates_from_ip
sess-981277f9ce,ubuntu,observed_user
camp-7afaf794aa,198.51.100.244,originates_from_ip
camp-7afaf794aa,185.220.101.90,originates_from_ip
sess-981277f9ce,root,observed_user
camp-7afaf794aa,185.220.101.90,originates_from_ip
sess-981277f9ce,root,observed_user
camp-7afaf794aa,185.220.101.90,originates_from_ip
sess-981277f9ce,admin,observed_user
camp-7afaf794aa,198.51.100.244,originates_from_ip
camp-7afaf794aa,10.10.20.106,originates_from_ip
sess-981277f9ce,ubuntu,observed_user
camp-7afaf794aa,10.10.20.106,originates_from_ip
sess-981277f9ce,root,observed_user
camp-7afaf794aa,198.51.10.246,originates_from_ip
sess-981277f9ce,alex,observed_user
sess-d1d91f615c,samir,observed_user
sess-d1d91f615c,alex,observed_user
sess-d1d91f615c,maria,observed_user
sess-711cd35e93,samir,observed_user
sess-711cd35e93,priya,observed_user
sess-711cd35e93,samir,observed_user
sess-99a27ca545,alex,observed_user
sess-99a27ca545,maria,observed_user
sess-99a27ca545,alex,observed_user
sess-99a27ca545,samir,observed_user
sess-99a27ca545,maria,observed_user
camp-0bb5c15cb7,45.83.64.199,originates_from_ip
sess-53f78155c5,admin,observed_user
camp-0bb5c15cb7,198.51.100.34,originates_from_ip
camp-0bb5c15cb7,45.83.64.199,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,45.83.64.199,originates_from_ip
sess-53f78155c5,ubuntu,observed_user
camp-0bb5c15cb7,45.83.64.199,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,45.83.64.199,originates_from_ip
sess-53f78155c5,svc-backup,observed_user
camp-0bb5c15cb7,198.51.10.250,originates_from_ip
sess-53f78155c5,samir,observed_user
camp-0bb5c15cb7,45.83.64.111,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,198.51.100.34,originates_from_ip
camp-0bb5c15cb7,45.83.64.111,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,45.83.64.111,originates_from_ip
sess-53f78155c5,svc-backup,observed_user
camp-0bb5c15cb7,185.220.101.231,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,185.220.101.231,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,198.51.10.82,originates_from_ip
sess-53f78155c5,alex,observed_user
camp-0bb5c15cb7,185.220.101.231,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,185.220.101.231,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,198.51.100.34,originates_from_ip
camp-0bb5c15cb7,185.220.101.231,originates_from_ip
sess-53f78155c5,admin,observed_user
camp-0bb5c15cb7,185.220.101.231,originates_from_ip
sess-53f78155c5,admin,observed_user
camp-0bb5c15cb7,198.51.10.14,originates_from_ip
sess-53f78155c5,samir,observed_user
camp-0bb5c15cb7,198.51.100.34,originates_from_ip
camp-0bb5c15cb7,185.220.101.10,originates_from_ip
sess-53f78155c5,ubuntu,observed_user
camp-0bb5c15cb7,185.220.101.10,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,185.220.101.10,originates_from_ip
sess-53f78155c5,svc-backup,observed_user
camp-0bb5c15cb7,185.220.101.10,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,185.220.101.10,originates_from_ip
sess-53f78155c5,ubuntu,observed_user
camp-0bb5c15cb7,198.51.10.76,originates_from_ip
sess-53f78155c5,maria,observed_user
camp-0bb5c15cb7,198.51.100.34,originates_from_ip
camp-0bb5c15cb7,10.10.20.238,originates_from_ip
sess-53f78155c5,ubuntu,observed_user
camp-0bb5c15cb7,10.10.20.238,originates_from_ip
sess-53f78155c5,ubuntu,observed_user
camp-0bb5c15cb7,10.10.20.238,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,198.51.100.34,originates_from_ip
camp-0bb5c15cb7,10.10.20.238,originates_from_ip
sess-53f78155c5,root,observed_user
camp-0bb5c15cb7,10.10.20.180,originates_from_ip
sess-53f78155c5,admin,observed_user
camp-0bb5c15cb7,10.10.20.180,originates_from_ip
sess-53f78155c5,ubuntu,observed_user
camp-0bb5c15cb7,198.51.100.34,originates_from_ip
sess-788dfd2a09,priya,observed_user
sess-788dfd2a09,alex,observed_user
sess-788dfd2a09,maria,observed_user
sess-788dfd2a09,maria,observed_user
sess-788dfd2a09,alex,observed_user
sess-788dfd2a09,alex,observed_user
sess-c28985cce9,maria,observed_user
sess-c28985cce9,alex,observed_user
sess-c28985cce9,samir,observed_user
sess-c28985cce9,alex,observed_user
sess-c28985cce9,priya,observed_user
sess-28a345ca40,samir,observed_user
sess-28a345ca40,alex,observed_user
sess-28a345ca40,priya,observed_user
sess-28a345ca40,alex,observed_user
sess-28a345ca40,samir,observed_user
sess-28a345ca40,maria,observed_user
sess-35610ceba5,maria,observed_user
sess-35610ceba5,priya,observed_user
sess-35610ceba5,maria,observed_user
sess-35610ceba5,alex,observed_user
sess-35610ceba5,alex,observed_user
sess-35610ceba5,samir,observed_user
sess-a15e50d309,alex,observed_user
sess-a15e50d309,priya,observed_user
sess-a15e50d309,samir,observed_user
camp-80da85d6e5,45.83.64.24,originates_from_ip
sess-23842f4505,svc-backup,observed_user
camp-80da85d6e5,198.51.100.114,originates_from_ip
camp-80da85d6e5,198.51.100.114,originates_from_ip
camp-80da85d6e5,45.83.64.24,originates_from_ip
sess-23842f4505,ubuntu,observed_user
camp-80da85d6e5,198.51.10.76,originates_from_ip
sess-23842f4505,alex,observed_user
camp-80da85d6e5,45.83.64.24,originates_from_ip
sess-23842f4505,svc-backup,observed_user
camp-80da85d6e5,198.51.100.114,originates_from_ip
camp-80da85d6e5,45.83.64.24,originates_from_ip
sess-23842f4505,ubuntu,observed_user
camp-80da85d6e5,198.51.10.90,originates_from_ip
sess-23842f4505,samir,observed_user
camp-80da85d6e5,198.51.100.114,originates_from_ip
camp-80da85d6e5,45.83.64.24,originates_from_ip
sess-23842f4505,root,observed_user
camp-80da85d6e5,45.83.64.22,originates_from_ip
sess-23842f4505,svc-backup,observed_user
camp-80da85d6e5,198.51.100.114,originates_from_ip
camp-80da85d6e5,198.51.100.114,originates_from_ip
camp-80da85d6e5,45.83.64.22,originates_from_ip
sess-23842f4505,svc-backup,observed_user
camp-80da85d6e5,198.51.10.45,originates_from_ip
sess-23842f4505,maria,observed_user
camp-80da85d6e5,45.83.64.22,originates_from_ip
sess-23842f4505,root,observed_user
camp-80da85d6e5,198.51.100.114,originates_from_ip
camp-80da85d6e5,45.83.64.22,originates_from_ip
sess-23842f4505,svc-backup,observed_user
camp-80da85d6e5,185.220.101.147,originates_from_ip
sess-23842f4505,svc-backup,observed_user
camp-80da85d6e5,198.51.100.114,originates_from_ip
camp-80da85d6e5,198.51.10.189,originates_from_ip
sess-23842f4505,samir,observed_user
camp-80da85d6e5,185.220.101.147,originates_from_ip
sess-23842f4505,admin,observed_user
camp-80da85d6e5,185.220.101.147,originates_from_ip
sess-23842f4505,ubuntu,observed_user
camp-80da85d6e5,198.51.10.143,originates_from_ip
sess-23842f4505,maria,observed_user
camp-80da85d6e5,185.220.101.147,originates_from_ip
sess-23842f4505,admin,observed_user
camp-80da85d6e5,185.220.101.70,originates_from_ip
sess-23842f4505,root,observed_user
camp-80da85d6e5,185.220.101.70,originates_from_ip
sess-23842f4505,svc-backup,observed_user
camp-80da85d6e5,185.220.101.70,originates_from_ip
sess-23842f4505,root,observed_user
camp-80da85d6e5,10.10.20.229,originates_from_ip
sess-23842f4505,admin,observed_user
camp-80da85d6e5,10.10.20.229,originates_from_ip
sess-23842f4505,admin,observed_user
camp-80da85d6e5,10.10.20.229,originates_from_ip
sess-23842f4505,svc-backup,observed_user
camp-80da85d6e5,10.10.20.229,originates_from_ip
sess-23842f4505,ubuntu,observed_user
camp-80da85d6e5,10.10.20.34,originates_from_ip
sess-23842f4505,root,observed_user
camp-80da85d6e5,10.10.20.34,originates_from_ip
sess-23842f4505,root,observed_user
sess-dcda688635,alex,observed_user
sess-dcda688635,priya,observed_user
sess-dcda688635,samir,observed_user
sess-dcda688635,samir,observed_user
sess-dcda688635,alex,observed_user
sess-dcda688635,priya,observed_user
sess-6613c79934,samir,observed_user
sess-6613c79934,priya,observed_user
sess-6613c79934,maria,observed_user
sess-6613c79934,maria,observed_user
sess-b19afc9493,priya,observed_user
sess-b19afc9493,priya,observed_user
sess-b19afc9493,samir,observed_user
sess-b19afc9493,samir,observed_user
sess-f90c0b5e86,samir,observed_user
sess-f90c0b5e86,maria,observed_user
sess-f90c0b5e86,samir,observed_user
sess-f90c0b5e86,samir,observed_user
sess-f90c0b5e86,alex,observed_user
sess-69cce4a60b,alex,observed_user
sess-69cce4a60b,priya,observed_user
sess-69cce4a60b,maria,observed_user
sess-69cce4a60b,priya,observed_user
camp-f1275e701f,198.51.10.251,originates_from_ip
sess-a7feccfd68,maria,observed_user
camp-f1275e701f,45.83.64.6,originates_from_ip
sess-a7feccfd68,root,observed_user
camp-f1275e701f,198.51.10.94,originates_from_ip
sess-a7feccfd68,priya,observed_user
camp-f1275e701f,45.83.64.6,originates_from_ip
sess-a7feccfd68,root,observed_user
camp-f1275e701f,198.51.100.65,originates_from_ip
camp-f1275e701f,185.220.101.191,originates_from_ip
sess-a7feccfd68,admin,observed_user
camp-f1275e701f,185.220.101.191,originates_from_ip
sess-a7feccfd68,admin,observed_user
camp-f1275e701f,198.51.10.15,originates_from_ip
sess-a7feccfd68,priya,observed_user
camp-f1275e701f,185.220.101.191,originates_from_ip
sess-a7feccfd68,root,observed_user
camp-f1275e701f,185.220.101.191,originates_from_ip
sess-a7feccfd68,root,observed_user
camp-f1275e701f,185.220.101.122,originates_from_ip
sess-a7feccfd68,root,observed_user
camp-f1275e701f,185.220.101.122,originates_from_ip
sess-a7feccfd68,admin,observed_user
camp-f1275e701f,185.220.101.122,originates_from_ip
sess-a7feccfd68,root,observed_user
camp-f1275e701f,185.220.101.122,originates_from_ip
sess-a7feccfd68,root,observed_user
camp-f1275e701f,198.51.100.65,originates_from_ip
camp-f1275e701f,185.220.101.122,originates_from_ip
sess-a7feccfd68,ubuntu,observed_user
camp-f1275e701f,185.220.101.122,originates_from_ip
sess-a7feccfd68,ubuntu,observed_user
camp-f1275e701f,185.220.101.122,originates_from_ip
sess-a7feccfd68,ubuntu,observed_user
camp-f1275e701f,185.220.101.195,originates_from_ip
sess-a7feccfd68,root,observed_user
camp-f1275e701f,185.220.101.195,originates_from_ip
sess-a7feccfd68,ubuntu,observed_user
camp-f1275e701f,185.220.101.195,originates_from_ip
sess-a7feccfd68,root,observed_user
camp-f1275e701f,185.220.101.195,originates_from_ip
sess-a7feccfd68,svc-backup,observed_user
camp-f1275e701f,198.51.100.65,originates_from_ip
camp-f1275e701f,198.51.10.14,originates_from_ip
sess-a7feccfd68,maria,observed_user
camp-f1275e701f,185.220.101.195,originates_from_ip
sess-a7feccfd68,admin,observed_user
camp-f1275e701f,10.10.20.155,originates_from_ip
sess-a7feccfd68,svc-backup,observed_user
camp-f1275e701f,10.10.20.155,originates_from_ip
sess-a7feccfd68,admin,observed_user
camp-f1275e701f,198.51.100.65,originates_from_ip
camp-f1275e701f,198.51.100.65,originates_from_ip
camp-f1275e701f,198.51.100.65,originates_from_ip
camp-f1275e701f,198.51.100.65,originates_from_ip
camp-f1275e701f,198.51.100.65,originates_from_ip
sess-575f6312f1,alex,observed_user
sess-575f6312f1,priya,observed_user
sess-575f6312f1,samir,observed_user
sess-575f6312f1,alex,observed_user
sess-575f6312f1,maria,observed_user
sess-575f6312f1,maria,observed_user
sess-e1f64824a2,samir,observed_user
sess-e1f64824a2,samir,observed_user
sess-e1f64824a2,priya,observed_user
sess-e1f64824a2,alex,observed_user
camp-bcd6393c6c,45.83.64.204,originates_from_ip
sess-9a07c269dc,ubuntu,observed_user
camp-bcd6393c6c,198.51.100.23,originates_from_ip
camp-bcd6393c6c,198.51.10.3,originates_from_ip
sess-9a07c269dc,alex,observed_user
camp-bcd6393c6c,45.83.64.204,originates_from_ip
sess-9a07c269dc,ubuntu,observed_user
camp-bcd6393c6c,198.51.100.23,originates_from_ip
camp-bcd6393c6c,198.51.100.23,originates_from_ip
camp-bcd6393c6c,45.83.64.204,originates_from_ip
sess-9a07c269dc,admin,observed_user
camp-bcd6393c6c,45.83.64.204,originates_from_ip
sess-9a07c269dc,svc-backup,observed_user
camp-bcd6393c6c,198.51.10.195,originates_from_ip
sess-9a07c269dc,alex,observed_user
camp-bcd6393c6c,198.51.100.23,originates_from_ip
camp-bcd6393c6c,45.83.64.204,originates_from_ip
sess-9a07c269dc,svc-backup,observed_user
camp-bcd6393c6c,198.51.10.210,originates_from_ip
sess-9a07c269dc,alex,observed_user
camp-bcd6393c6c,185.220.101.117,originates_from_ip
sess-9a07c269dc,admin,observed_user
camp-bcd6393c6c,185.220.101.117,originates_from_ip
sess-9a07c269dc,root,observed_user
camp-bcd6393c6c,198.51.100.23,originates_from_ip
camp-bcd6393c6c,185.220.101.117,originates_from_ip
sess-9a07c269dc,admin,observed_user
camp-bcd6393c6c,185.220.101.117,originates_from_ip
sess-9a07c269dc,admin,observed_user
camp-bcd6393c6c,185.220.101.117,originates_from_ip
sess-9a07c269dc,ubuntu,observed_user
camp-bcd6393c6c,185.220.101.30,originates_from_ip
sess-9a07c269dc,admin,observed_user
camp-bcd6393c6c,198.51.10.235,originates_from_ip
sess-9a07c269dc,priya,observed_user
camp-bcd6393c6c,185.220.101.30,originates_from_ip
sess-9a07c269dc,svc-backup,observed_user
camp-bcd6393c6c,185.220.101.30,originates_from_ip
sess-9a07c269dc,root,observed_user
camp-bcd6393c6c,185.220.101.30,originates_from_ip
sess-9a07c269dc,ubuntu,observed_user
camp-bcd6393c6c,185.220.101.30,originates_from_ip
sess-9a07c269dc,ubuntu,observed_user
camp-bcd6393c6c,198.51.10.187,originates_from_ip
sess-9a07c269dc,priya,observed_user
camp-bcd6393c6c,185.220.101.88,originates_from_ip
sess-9a07c269dc,root,observed_user
camp-bcd6393c6c,185.220.101.88,originates_from_ip
sess-9a07c269dc,root,observed_user
camp-bcd6393c6c,185.220.101.88,originates_from_ip
